ID	Description	NES_hsa24h_10gy	NES_hsa24h_20gy	NES_mus24h_10gy	NES_mus24h_20gy	NES_musw24h_10gy	NES_musw24h_20gy	NES_aco24h_10gy	NES_aco24h_20gy	padj_hsa24h_10gy	padj_hsa24h_20gy	padj_mus24h_10gy	padj_mus24h_20gy	padj_musw24h_10gy	padj_musw24h_20gy	padj_aco24h_10gy	padj_aco24h_20gy	padj_hsa	padj_mus	padj_musw	padj_aco	padj_min
GO:0034470	ncRNA processing	1.65073129375696	2.14629636715074	0.387989463386699	0.427988354481167	NA	NA	-1.93491266361067	-1.86199746628194	0.000298570342410941	2.13076923076923e-08	1	1	NA	NA	1.10731131473938e-08	2.72964401741628e-08	2.13076923076923e-08	1	NA	1.10731131473938e-08	1.10731131473938e-08
GO:0048705	skeletal system morphogenesis	-1.82416786467704	-1.77968409806692	-1.58338675823474	-1.6852302492805	0.756718135205075	0.722076779595351	0.833411236112724	0.84102739708607	0.000550904725816047	0.000610414926473175	0.0129084734300648	0.0091337741002733	1	1	0.980850108122835	0.955321427135752	0.000550904725816047	0.0091337741002733	1	0.955321427135752	0.000550904725816047
GO:0000070	mitotic sister chromatid segregation	-1.86478339352722	-2.48473925943139	-1.63206626537439	0.753357569964143	-2.8832765559377	-2.15267774092308	-3.11908756991096	-3.19804397277074	0.000648125975290584	2.13076923076923e-08	0.0273929350230637	1	1.62314285714286e-08	2.96715197680279e-06	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.0273929350230637	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0098813	nuclear chromosome segregation	-1.78311142016241	-2.39596623745601	-1.25063688595529	0.997688604828288	-2.86630724345733	NA	-3.27237941369109	-3.30992059394302	0.000738627878868218	2.13076923076923e-08	0.294122235150533	0.885598330000335	1.62314285714286e-08	NA	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.294122235150533	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0045109	intermediate filament organization	2.27539998824585	2.12495313625595	-1.19660888499045	-1.34985912090154	1.57310592950765	1.47688099383063	1.57965889775525	1.55153477736158	0.00102746977833533	0.0066838622012152	0.601998912628547	0.518410833465756	0.142940575126648	0.303963838664812	0.0671126189384548	0.0666469368998599	0.00102746977833533	0.518410833465756	0.142940575126648	0.0666469368998599	0.00102746977833533
GO:0001501	skeletal system development	-1.59567089725906	-1.56567614161149	-1.48449822096367	-1.56188654944666	0.973949981516215	0.871710252611175	1.08106580240828	1.07466627151046	0.00105585642051008	0.00231420528693039	0.00576117303207462	0.00210224910156478	0.872149628490904	0.985944069739768	0.449207964968246	0.495827288216869	0.00105585642051008	0.00210224910156478	0.872149628490904	0.449207964968246	0.00105585642051008
GO:0016072	rRNA metabolic process	1.75142843629067	2.22806650936189	0.597854641570899	0.545267227958308	-2.19040293188801	NA	-2.24441282552891	-2.23378192713763	0.00129369706671809	2.13076923076923e-08	1	1	1.62314285714286e-08	NA	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	1	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0050891	multicellular organismal water homeostasis	2.17584485628288	2.42295365298799	1.20949909969873	1.14606319402327	1.67357718230075	1.70453382432108	1.20203292899341	1.0537217911536	0.0016690993035223	8.36533529289669e-06	0.616382417737537	0.738478887357474	0.0352621226135878	0.0428116716450904	0.462945911540339	0.630739593563496	8.36533529289669e-06	0.616382417737537	0.0352621226135878	0.462945911540339	8.36533529289669e-06
GO:0046622	positive regulation of organ growth	-2.0492600229937	-1.93463602014392	-1.19497608848157	-1.27927336790264	-1.10016643238095	0.82496813711738	-1.33043337661504	-1.22818780571224	0.00229561325367655	0.00847815173754986	0.576732183122433	0.562080406926426	0.65975735497047	0.954848782690074	0.266533690181622	0.378566732412886	0.00229561325367655	0.562080406926426	0.65975735497047	0.266533690181622	0.00229561325367655
GO:0035265	organ growth	-1.86546293247865	-1.70545764490176	-1.36424688954822	-1.53302405574859	0.816244196537731	0.961295633404663	-1.00835216035177	-0.98054150831367	0.00229561325367655	0.010934265112998	0.170776252948467	0.101978729641567	0.97502799375396	0.890337786490743	0.654876315041228	0.725575021989448	0.00229561325367655	0.101978729641567	0.890337786490743	0.654876315041228	0.00229561325367655
GO:0051321	meiotic cell cycle	-1.77119341076843	-2.16473814443048	0.917050689687242	1.19784295794974	-2.12446145673739	NA	-2.93292408132185	-2.90760219056707	0.00229561325367655	2.13076923076923e-08	0.949499046769156	0.566303844372395	1.62314285714286e-08	NA	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.566303844372395	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0061448	connective tissue development	-1.75926307228227	-1.67992873140124	-1.24611229928994	-1.2211204906992	1.13959047272297	1.03161896769316	0.94708686493264	0.947029735427129	0.00229561325367655	0.00344688286998069	0.280606562250187	0.43004811059991	0.551171171171171	0.796542985771141	0.829051974284289	0.797502164114504	0.00229561325367655	0.280606562250187	0.551171171171171	0.797502164114504	0.00229561325367655
GO:0043588	skin development	1.76272607968394	1.93541988100042	-1.43303909351018	-1.48350955661674	1.35470596424064	1.30263705857658	1.28403803443199	1.34352134526623	0.00275827168189861	8.27667293593781e-05	0.0675316938164624	0.0855587474042556	0.177227512910958	0.25592847179039	0.160876012809216	0.0857664918171354	8.27667293593781e-05	0.0675316938164624	0.177227512910958	0.0857664918171354	8.27667293593781e-05
GO:0009119	ribonucleoside metabolic process	2.16777575429357	1.77514525613955	1.19384769739758	1.18138528060185	0.772825927280396	0.877926804079894	1.22763122893821	1.30282624162813	0.00300792490077141	0.0746862132237213	0.643725868725869	0.706118946747466	0.960133583802964	0.913938728765031	0.43546204305184	0.357445751861974	0.00300792490077141	0.643725868725869	0.913938728765031	0.357445751861974	0.00300792490077141
GO:0061436	establishment of skin barrier	2.14070762930419	2.15675206954935	0.862412126519988	-0.82794363784846	1.24205312075656	1.39669273716049	0.997153207019293	0.922269736571956	0.00305515939771793	0.000768212901750981	0.936418177176411	0.982630126956317	0.557260192291056	0.450360371620214	0.739118921456597	0.793726254917123	0.000768212901750981	0.936418177176411	0.450360371620214	0.739118921456597	0.000768212901750981
GO:0007507	heart development	-1.55752881165921	-1.57166303083832	NA	NA	NA	NA	NA	NA	0.00327948961589326	0.000703864772924611	NA	NA	NA	NA	NA	NA	0.000703864772924611	NA	NA	NA	0.000703864772924611
GO:0140013	meiotic nuclear division	-1.816286172271	-2.15213238928608	0.970370096519465	1.3399441904175	-2.33510897483883	-1.34719731270567	-2.9005360091602	-2.86302376642799	0.00391327252367781	2.62937073511367e-07	0.871027542372881	0.37777362253802	1.62314285714286e-08	0.172230147679746	3.99861111111111e-09	4.36212121212121e-09	2.62937073511367e-07	0.37777362253802	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:1903046	meiotic cell cycle process	-1.78644193113787	-2.15722093601424	0.874218263664566	1.2519384024938	-2.30868860747427	-1.27537498953021	-2.88651703724291	-2.86296329117112	0.00391327252367781	4.66961281045717e-08	0.973001000235349	0.522969263665882	1.62314285714286e-08	0.27481456712769	3.99861111111111e-09	4.36212121212121e-09	4.66961281045717e-08	0.522969263665882	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:1905818	regulation of chromosome separation	-1.9269761026293	-2.40557081230969	-1.54110793548728	0.960428990035506	-2.6653885101761	-2.07288324074638	-2.87087702384299	-2.92729539302855	0.00393536744691297	2.13076923076923e-08	0.17950194667158	0.917762152247019	1.62314285714286e-08	0.00268366801823533	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.17950194667158	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0051983	regulation of chromosome segregation	-1.88848068849477	-2.43167663123269	-1.5701187994472	0.895316583717421	-2.79301877844469	-2.18217626529482	-2.93904851801115	-3.00709678141783	0.00428274198914554	2.13076923076923e-08	0.118330422176743	0.956507762087347	1.62314285714286e-08	9.69635466169846e-05	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.118330422176743	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0033561	regulation of water loss via skin	2.16163537004	2.19850453113222	1.22304287906506	1.06304757552742	1.60695238711905	1.6599995505203	0.931661532579785	0.945055530937118	0.00431283939273484	0.000703864772924611	0.592318254287968	0.833595003210112	0.126899491028768	0.105591564476158	0.785303940864232	0.772029937277596	0.000703864772924611	0.592318254287968	0.105591564476158	0.772029937277596	0.000703864772924611
GO:0033108	mitochondrial respiratory chain complex assembly	1.93890935362088	2.0386024839491	1.18776901310144	0.970778741639995	-0.534190319708344	-0.544473972594511	0.519313386030213	0.441034552427046	0.00469319024978508	0.00102363475652764	0.588005640538863	0.908821638790507	1	1	1	1	0.00102363475652764	0.588005640538863	1	1	0.00102363475652764
GO:0140053	mitochondrial gene expression	1.88679738129304	2.09453605182157	0.433949062290239	-0.449047638002497	-1.4280799220694	-1.79623378866286	-1.41950060737172	-1.30895921908897	0.00483760454247413	0.000105644959684366	1	1	0.0772575521061726	0.00308162624377982	0.11919477101912	0.178364583291698	0.000105644959684366	1	0.00308162624377982	0.11919477101912	0.000105644959684366
GO:0009116	nucleoside metabolic process	2.02256534939257	1.56073488235871	0.819838628755594	0.818544403668282	-1.18599366126142	-1.01262598992869	-0.925632120427493	0.840931404460241	0.00667422555856191	0.162404139828768	0.993658640965402	1	0.523957384251625	0.781800391389432	0.801688001498383	0.877513525412536	0.00667422555856191	0.993658640965402	0.523957384251625	0.801688001498383	0.00667422555856191
GO:0051304	chromosome separation	-1.87418479865204	-2.41718399548851	-1.27019098832251	1.14306113833099	-2.56075501963042	-1.7255196788559	-2.88511749705564	-2.94541582200992	0.00667422555856191	2.13076923076923e-08	0.468389171281485	0.697307869305108	1.62314285714286e-08	0.0260706878423354	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.468389171281485	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0061982	meiosis I cell cycle process	-1.84436620822419	-2.15215369191175	1.01679225583774	1.49298212348959	-2.3270545432388	-1.31550871930847	-2.79381622836837	-2.81789238943214	0.00667422555856191	4.83460482577927e-06	0.824732055862293	0.212249028337863	9.86278123338028e-08	0.292145307625184	3.99861111111111e-09	4.36212121212121e-09	4.83460482577927e-06	0.212249028337863	9.86278123338028e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0044784	metaphase/anaphase transition of cell cycle	-1.9041415717581	-2.4323805958271	-1.325389747487	0.996413465723426	-2.39760985564576	-1.80303317622764	-2.71927685707057	-2.77474808564561	0.00725830515406157	2.13076923076923e-08	0.438121118012422	0.886460032626427	2.45216624615034e-07	0.0291787084592516	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.438121118012422	2.45216624615034e-07	3.99861111111111e-09	3.99861111111111e-09
GO:0014888	striated muscle adaptation	-1.98793261320848	-1.77184336989488	0.774876273668224	-1.07029206672443	0.98576636730849	0.942272856729488	1.14954086253766	1.10127897557333	0.00808391492701009	0.0543117179597998	1	0.807623500226606	0.809936873189885	0.877044806610461	0.526486031905774	0.601267994331319	0.00808391492701009	0.807623500226606	0.809936873189885	0.526486031905774	0.00808391492701009
GO:0048598	embryonic morphogenesis	-1.49458734346092	-1.38385243625862	NA	NA	NA	NA	NA	NA	0.0105910163220869	0.0394558619397245	NA	NA	NA	NA	NA	NA	0.0105910163220869	NA	NA	NA	0.0105910163220869
GO:0045103	intermediate filament-based process	2.03153993493018	1.95686926456387	1.11557735913723	1.10648046519883	1.63533730482954	1.58291545569203	1.49695957051961	1.60032124512787	0.0109349862083921	0.0167361100172539	0.716445516115009	0.78299631370873	0.0464151846667385	0.0838780018540995	0.0663859911818267	0.0317581921087576	0.0109349862083921	0.716445516115009	0.0464151846667385	0.0317581921087576	0.0109349862083921
GO:0007051	spindle organization	-1.69364139806651	-2.13073404420705	-1.20665858679581	0.834582325480978	-2.29205934865251	-1.31281222510956	-2.96990323996811	-2.96427758514407	0.0109349862083921	2.13076923076923e-08	0.372349681846248	1	1.62314285714286e-08	0.184552181312139	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.372349681846248	1.62314285714286e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0022412	cellular process involved in reproduction in multicellular organism	-1.62057553520454	-1.73179381479276	0.906600874686823	0.953843635877676	0.841363880934833	0.994408410655379	-1.87344762829086	-1.66521914423038	0.0109349862083921	0.000322187365139051	0.959438924605494	0.935550635348479	0.98238832652864	0.852589647156491	1.56508375827457e-06	0.00013919951475034	0.000322187365139051	0.935550635348479	0.852589647156491	1.56508375827457e-06	1.56508375827457e-06
GO:0001503	ossification	-1.5849939634671	-1.48649195115851	-1.65209641803401	-1.63129235537307	1.01648012630758	1.00191512019102	0.880799264330448	0.916041794494792	0.0109349862083921	0.0251317615947335	0.00143078438209587	0.0022581933821613	0.780335608281095	0.842042700753725	0.955713260848586	0.875360586922815	0.0109349862083921	0.00143078438209587	0.780335608281095	0.875360586922815	0.00143078438209587
GO:0042273	ribosomal large subunit biogenesis	1.94969130239036	2.26922918762884	0.62009714566975	-0.42316048492931	-2.02762084507272	-2.30369567840477	-1.79077608469312	-1.63381817005329	0.011003018965389	0.000127695150666185	1	1	0.000391742205170196	0.000114373910612394	0.00663360008386049	0.0343474562895	0.000127695150666185	1	0.000114373910612394	0.00663360008386049	0.000114373910612394
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	-1.8573132194683	-2.39137823311689	-1.29000022562287	0.914048772964578	-2.42045337446276	-1.84987738368547	-2.68549777316299	-2.69297397196605	0.011003018965389	2.13076923076923e-08	0.421769893866162	0.94263163289712	6.05543015139876e-07	0.032153565842228	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.421769893866162	6.05543015139876e-07	3.99861111111111e-09	3.99861111111111e-09
GO:0006959	humoral immune response	-1.81318584908044	-1.60541329979313	-1.40126581785047	-1.40711847119395	1.14698421333514	1.28665001207704	1.65865424108241	1.38749745864717	0.011003018965389	0.0529024038743699	0.271500717462231	0.301059724397391	0.594484785615491	0.411390987119544	0.0103296527759174	0.163716870543164	0.011003018965389	0.271500717462231	0.411390987119544	0.0103296527759174	0.0103296527759174
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	-1.85271710720106	-2.40658406782564	-1.3533211362049	0.957136035825362	-2.39081670233233	-1.80955477936193	-2.72165972296278	-2.76050584070416	0.0114914820562603	2.13076923076923e-08	0.348146843554694	0.919499477451763	6.7194621687482e-07	0.0145208734741425	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.348146843554694	6.7194621687482e-07	3.99861111111111e-09	3.99861111111111e-09
GO:0034656	nucleobase-containing small molecule catabolic process	2.07560072247539	1.76050286163551	0.970083852511249	0.9917126578151	0.63736230501266	1.02905059403003	0.952449649535122	1.19013546531278	0.0131035942974636	0.102816172683759	0.856829715683277	0.875919732441472	0.999862408684617	0.809307254183408	0.761277698450473	0.506491221739052	0.0131035942974636	0.856829715683277	0.809307254183408	0.506491221739052	0.0131035942974636
GO:0045104	intermediate filament cytoskeleton organization	2.03486030162536	1.94218084992759	1.12311176220119	1.1046540091179	1.64668909114531	1.58900710472025	1.47269165036781	1.58427949340143	0.0131035942974636	0.018812538488085	0.716445516115009	0.795708154506438	0.0723376983699001	0.102935218165537	0.116090792495503	0.069058241798044	0.0131035942974636	0.716445516115009	0.0723376983699001	0.069058241798044	0.0131035942974636
GO:0090322	regulation of superoxide metabolic process	-1.94801608511582	-1.88664165101409	-1.30855350986746	-1.52459550957979	0.709235658293071	0.80506621515522	0.865127236494243	1.06796940660591	0.0131035942974636	0.015787286511773	0.490649573779158	0.393348248204983	0.980256589456869	0.954848782690074	0.85481601922873	0.634813553645194	0.0131035942974636	0.393348248204983	0.954848782690074	0.634813553645194	0.0131035942974636
GO:0033045	regulation of sister chromatid segregation	-1.83702686289132	-2.41452011908558	-1.31939657463943	0.934533920396118	-2.49703924143117	-1.8696677884917	-2.76199215720225	-2.78023080007266	0.0131035942974636	2.13076923076923e-08	0.4397673188789	0.933503973682944	2.33393881389855e-08	0.0210333913706509	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.4397673188789	2.33393881389855e-08	3.99861111111111e-09	3.99861111111111e-09
GO:1902850	microtubule cytoskeleton organization involved in mitosis	-1.70903515839021	-2.28838865520529	-1.57170825174288	-0.671925938746834	-2.2079746576932	-1.31319665991457	-2.90687026233282	-2.95258946794089	0.0131035942974636	2.13076923076923e-08	0.0553090252345391	1	5.6482019606651e-08	0.22511834628585	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.0553090252345391	5.6482019606651e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0006399	tRNA metabolic process	1.67933056278936	1.94379791438844	-0.451435215074844	-0.349446097152346	-1.91555439481205	-2.28363357642973	-1.76925646403661	-1.66791356551254	0.0131035942974636	0.000126657884554008	1	1	1.2766691753236e-05	1.88e-07	0.000444414917864019	0.00203279620440364	0.000126657884554008	1	1.88e-07	0.000444414917864019	1.88e-07
GO:0003013	circulatory system process	-1.53789960921398	-1.34758887330348	-1.4759137752508	-1.46562252935787	1.24162700725931	1.1740269053577	1.7037618431897	1.65747073659222	0.0131035942974636	0.0953094631213494	0.00669949763893504	0.0127423049579128	0.200186337855057	0.400382315933294	4.85522809757583e-06	1.6190743164712e-05	0.0131035942974636	0.00669949763893504	0.200186337855057	4.85522809757583e-06	4.85522809757583e-06
GO:0030855	epithelial cell differentiation	1.4612246609209	1.61688072514999	-1.36754520291797	-1.37207120876317	1.23739054962885	1.13793675301938	1.32756800122329	1.23010739088962	0.0131035942974636	0.000591717904235828	0.0480346356290426	0.0460467579436972	0.188348858412553	0.47177702680095	0.0320502641219271	0.154199277803694	0.000591717904235828	0.0460467579436972	0.188348858412553	0.0320502641219271	0.000591717904235828
GO:0007127	meiosis I	-1.76643226352493	-2.09602562730255	1.04730552973293	1.46890591114358	-2.33180701880228	-1.34797382642056	-2.74754967995502	-2.7565192545315	0.0136605435957611	9.31973435492582e-06	0.78949624483162	0.266643575777458	2.89268047053076e-08	0.24130811209223	3.99861111111111e-09	4.36212121212121e-09	9.31973435492582e-06	0.266643575777458	2.89268047053076e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0048736	appendage development	-1.68999189709025	-1.57420566882189	-1.57482177737598	-1.56158181969178	0.79133926818409	0.821526416829673	0.793473416496009	0.728967851929398	0.0138596001861293	0.0392164838324708	0.0436885338918646	0.0553297394293902	0.983230838375866	0.978523667820339	0.991470971919902	1	0.0138596001861293	0.0436885338918646	0.978523667820339	0.991470971919902	0.0138596001861293
GO:0060173	limb development	-1.68999189709025	-1.57420566882189	-1.57482177737598	-1.56158181969178	0.79133926818409	0.821526416829673	0.793473416496009	0.728967851929398	0.0138596001861293	0.0392164838324708	0.0436885338918646	0.0553297394293902	0.983230838375866	0.978523667820339	0.991470971919902	1	0.0138596001861293	0.0436885338918646	0.978523667820339	0.991470971919902	0.0138596001861293
GO:0001655	urogenital system development	-1.56913597724401	-1.55107839594191	-1.71242312388278	-1.68297840737413	0.973963454453683	0.95458168208706	1.04987218175869	1.00068498437731	0.0138596001861293	0.011903100112429	0.000302209718155291	0.00210224910156478	0.852310957444066	0.90795063356039	0.563678055644048	0.724104152601829	0.011903100112429	0.000302209718155291	0.852310957444066	0.563678055644048	0.000302209718155291
GO:0030104	water homeostasis	2.07503287796788	2.44879457193133	1.05445004942655	0.964675198890943	1.63695154585294	1.69763731604058	1.15994268798338	1.06953698268394	0.0143067914656325	1.2382671113033e-05	0.788179537217731	0.917762152247019	0.0522550330751396	0.0476948832238426	0.498096885813149	0.630739593563496	1.2382671113033e-05	0.788179537217731	0.0476948832238426	0.498096885813149	1.2382671113033e-05
GO:0051306	mitotic sister chromatid separation	-1.8317640375312	-2.42405412712967	-1.40712171002361	0.902389153891355	-2.49367947964954	-1.75910097216496	-2.73557963147107	-2.77706610976965	0.0143067914656325	2.13076923076923e-08	0.334585269050695	0.950384956312524	9.16316789130434e-08	0.0593438367988623	3.99861111111111e-09	4.36212121212121e-09	2.13076923076923e-08	0.334585269050695	9.16316789130434e-08	3.99861111111111e-09	3.99861111111111e-09
GO:0006839	mitochondrial transport	1.66998778812829	1.64506385851651	0.664690797307114	0.517507325262478	0.572544321017928	0.621812343929364	0.87578540621532	1.00811664854458	0.0143067914656325	0.0143123563019856	1	1	1	1	0.914212527685969	0.680042604373469	0.0143067914656325	1	1	0.680042604373469	0.0143067914656325
GO:0008015	blood circulation	-1.53939158431603	-1.35889772145622	-1.46789071553243	-1.45099319727242	1.28974527253137	1.2133969393866	1.72020237652225	1.7030734924328	0.0143067914656325	0.116968021523055	0.0169995081809181	0.0330171510465209	0.158738430042795	0.287046575746354	5.42291267908865e-06	9.21032478314651e-06	0.0143067914656325	0.0169995081809181	0.158738430042795	5.42291267908865e-06	5.42291267908865e-06
GO:0000470	maturation of LSU-rRNA	1.99039689984448	2.05132726385586	1.11355178570211	0.894945160232749	-1.90402353904133	-2.04924036487598	-1.70482946053217	-1.60448493609902	0.0155482638945361	0.00896165297987612	0.730588060293534	0.94263163289712	0.0238303143225951	0.0125837457592555	0.0458277206148176	0.0913762656670861	0.00896165297987612	0.730588060293534	0.0125837457592555	0.0458277206148176	0.00896165297987612
GO:1901342	regulation of vasculature development	-1.61360028177811	-1.60004671593607	1.20016367419743	-1.16520905187163	1.10836885017236	1.14222151966439	1.23827647688585	1.17332532275471	0.0155482638945361	0.0118194374924207	0.47714648842026	0.522969263665882	0.620674894387303	0.573946850311937	0.219606148056802	0.356002461856678	0.0118194374924207	0.47714648842026	0.573946850311937	0.219606148056802	0.0118194374924207
GO:0001990	regulation of systemic arterial blood pressure by hormone	-1.93734769180979	-1.8891095629691	-1.72354994301309	-1.9236898699303	1.42662771195434	1.02699989197025	1.764000279372	1.38338277693323	0.0157987473445017	0.0186935967826263	0.161179570836498	0.0460467579436972	0.325284496194748	0.809307254183408	0.0212797865688105	0.28590699002371	0.0157987473445017	0.0460467579436972	0.325284496194748	0.0212797865688105	0.0157987473445017
GO:0042274	ribosomal small subunit biogenesis	1.91520032487654	2.05678371804018	0.589632379233282	0.497825570595732	-1.91920179588582	-2.18203699265857	-1.30705498209072	-1.37986032163601	0.0158897126145897	0.0025095168349641	1	1	0.00109685974859265	0.000276203582655057	0.271746198217095	0.119772790959094	0.0025095168349641	1	0.000276203582655057	0.119772790959094	0.000276203582655057
GO:0009164	nucleoside catabolic process	2.02268157113486	1.67338078655253	0.965758209682187	0.982910387223321	0.690468477893617	1.07566135378783	0.95835033943908	1.22914958245016	0.0158949389526332	0.109150138121584	0.865040650406504	0.888311688311688	0.987810759080122	0.76277778710497	0.748056925923407	0.479472016920582	0.0158949389526332	0.865040650406504	0.76277778710497	0.479472016920582	0.0158949389526332
GO:0050901	leukocyte tethering or rolling	-1.927758011545	-1.8789540045492	1.3971954228322	1.49258102324069	1.63228165666792	1.58329374227037	1.09574935392862	1.13738534227712	0.0158949389526332	0.0225220521240183	0.421500717981238	0.419077321537112	0.0927620692480026	0.141671529176923	0.590973560513831	0.553076707471082	0.0158949389526332	0.419077321537112	0.0927620692480026	0.553076707471082	0.0158949389526332
