Geneid	GeneSymbol	Entrez	MouseSymbol	logFC_10vsC	logCPM_10vsC	PValue_10vsC	PAdj_10vsC	logFC_20vsC	logCPM_20vsC	PValue_20vsC	PAdj_20vsC	sig_10vsC	sig_20vsC	up_10vsC	up_20vsC	down_10vsC	down_20vsC	sig_col10	sig_col20
ENSG00000003509	NDUFAF7	55471	Ndufaf7	-0.00760203115963333	3.53954287723306	0.94020896299284	0.96480536706253	-0.00866402267495595	3.53954287723306	0.931694620716489	0.955007974710989	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000003756	RBM5	10181	Rbm5	-0.161835084555566	6.05438914146854	0.101258106360042	0.212005877113852	-0.234659370410525	6.05438914146854	0.0171835857003393	0.0411915813481307	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000003987	MTMR7	9108	Mtmr7	-0.299503746580913	0.402717606811151	0.149809481522186	0.282899069435587	-0.370070472932145	0.402717606811151	0.0745060595126376	0.138399146850004	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000003989	SLC7A2	6542	Slc7a2	0.517431875878782	-0.983384622188418	0.285850275431208	0.44757894536456	-0.340750832397282	-0.983384622188418	0.515018887969298	0.629898214811842	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004059	ARF5	381	Arf5	-0.341366466335969	5.93949941666375	3.54899950631871e-05	0.000308358429491429	-0.434020810627775	5.93949941666375	1.51099915139561e-07	1.39132350254285e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004139	SARM1	23098	Sarm1	-0.22168262285294	1.94894849500979	0.125413039558752	0.248440459342911	-0.268839725316373	1.94894849500979	0.0626902264920695	0.12027284241888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004142	POLDIP2	26073	Poldip2	0.327039002682439	7.01584455926922	4.29418255599414e-06	4.8071439544316e-05	0.369808526734069	7.01584455926922	2.00077106913143e-07	1.79753357049305e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004399	PLXND1	23129	Plxnd1	-0.741349960201291	8.28881579929528	4.07210324567187e-17	3.40216173994325e-15	-0.92627108929514	8.28881579929528	1.13315133009289e-25	1.2505255126428e-23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004455	AK2	204	Ak2	-0.049398054521777	6.80586842172612	0.458892798214558	0.618155101111029	-0.0462844668020356	6.80586842172612	0.487859635890213	0.60619977125083	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004478	FKBP4	2288	Fkbp4	0.359800003358199	5.06891635347409	1.47559935893101e-06	1.86665212317124e-05	0.468323969858898	5.06891635347409	3.27380727736801e-10	5.00765865162841e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004487	KDM1A	23028	Kdm1a	-0.158302366412139	6.24136845817047	0.0118087099680259	0.0398510276145978	-0.0970010650673187	6.24136845817047	0.122088224767535	0.206572158794315	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004534	RBM6	10180	Rbm6	-0.0964602407043683	5.98927886485732	0.439863326902019	0.601007010831291	-0.153629282358513	5.98927886485732	0.216016910244682	0.326064924844173	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004660	CAMKK1	84254	Camkk1	-0.0989768250990996	3.69247814436857	0.351490368663615	0.517146509978862	-0.341619363733955	3.69247814436857	0.00138602017947521	0.00466889895537115	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004700	RECQL	5965	Recql	0.36106234035111	5.84391193496717	6.650693965304e-06	7.09087688240199e-05	0.365384763080692	5.84391193496717	5.01298031435684e-06	3.30209144270418e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004766	VPS50	55610	Vps50	0.112022356874947	4.43443097221569	0.162389144551071	0.299565446868678	0.114034178877846	4.43443097221569	0.154615283260388	0.249694311330633	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004776	HSPB6	126393	Hspb6	-0.22909495656418	4.3054465041764	0.0183398635871406	0.0562858024250496	-0.294226878618987	4.3054465041764	0.00242266774097688	0.00764052261752317	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004777	ARHGAP33	115703	Arhgap33	-0.257949010102547	2.55806819625753	0.150884552987354	0.284058659398725	-0.395340042832801	2.55806819625753	0.027337476952183	0.0606733617242806	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004779	NDUFAB1	4706	Ndufab1	0.440915170384552	4.96957511109896	6.81982710373499e-09	1.47443864342154e-07	0.576766263543592	4.96957511109896	2.85541846308524e-14	8.59998538332066e-13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004799	PDK4	5166	Pdk4	-1.86518863422338	0.995175425227224	1.44086596243892e-18	1.52196613232477e-16	-2.04538670104193	0.995175425227224	1.1845646522195e-21	8.98325234719078e-20	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	Down	Down
ENSG00000004838	ZMYND10	51364	Zmynd10	-0.959330547764388	-0.608757457254338	1.69547683041082e-05	0.000162704162025407	-1.35091593895381	-0.608757457254338	5.03407020297546e-09	6.30879916623738e-08	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NotSig	Down
ENSG00000004864	SLC25A13	10165	Slc25a13	0.284997794472206	3.14937012366589	0.0293847494960383	0.081726852651385	0.392788167895439	3.14937012366589	0.00260208317931988	0.00813866456340575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004866	ST7	7982	St7	-0.065684883149537	3.72659446422722	0.465739380906157	0.624873341030689	0.11319463221743	3.72659446422722	0.205317705730385	0.312852986330853	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004897	CDC27	996	Cdc27	-0.0617018188580744	6.70625690240947	0.456510914715942	0.616237645533487	-0.0986136119579633	6.70625690240947	0.233854278300533	0.346755856186435	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004961	HCCS	3052	Hccs	0.28112477964292	4.8239560787347	0.000569517736606166	0.00332886493633675	0.503770550861733	4.8239560787347	5.80626916312751e-10	8.50129785983462e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000004975	DVL2	1856	Dvl2	-0.150095296840627	4.89831222421805	0.0719561244951078	0.163756104806657	-0.238388976222398	4.89831222421805	0.00431709344357621	0.0126771231943225	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005007	UPF1	5976	Upf1	-0.00420542304901078	6.74306196412388	0.965598465784235	0.979172331620192	0.0679175128925938	6.74306196412388	0.486992764504768	0.605478868087499	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005020	SKAP2	8935	Skap2	0.0579057795509837	3.92329297660547	0.63535399424273	0.762383549729104	-0.0871676129587375	3.92329297660547	0.473840116783397	0.59332325546087	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005022	SLC25A5	292	Slc25a5	0.287752288929066	6.61570166470893	0.00164426583268799	0.00810243356674108	0.24590832834629	6.61570166470893	0.00702720465120413	0.0191731185206654	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005059	MCUB	55013	Mcub	-0.493471646561802	3.93754587640142	0.000134778853750309	0.000973059085863182	-0.635532039050832	3.93754587640142	9.19100307843133e-07	7.13472721909934e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005073	HOXA11	3207	Hoxa11	-0.446523180097825	1.08333198228978	0.34673530692387	0.512239931947072	0.358342619729078	1.08333198228978	0.444208194224583	0.56546016839056	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005075	POLR2J	5439	Polr2j	0.131291008574527	4.16878729335174	0.193670225403485	0.339980447918653	0.179867645722766	4.16878729335174	0.0746165901146946	0.138517466057758	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005100	DHX33	56919	Dhx33	0.150084957910681	4.70637115359999	0.111154698568232	0.227331180282634	0.253625624689228	4.70637115359999	0.00695397108879979	0.0190224425566355	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005156	LIG3	3980	Lig3	0.122884110090029	4.6371147428162	0.166012656057419	0.304174842990597	0.258317282014291	4.6371147428162	0.00349893816207057	0.0105590949343693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005175	RPAP3	79657	Rpap3	0.232324874409077	4.82179436927716	0.00943827399972099	0.0332317133113986	0.426589348925639	4.82179436927716	1.72450879170678e-06	1.26122828940454e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005189	REXO5	81691	Rexo5	-0.287759884691976	1.23642424139276	0.168170457737031	0.30707349956408	-0.460553700257938	1.23642424139276	0.0287397461353692	0.0632633768755343	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005194	CIAPIN1	57019	Ciapin1	0.314213315579869	5.00623818637099	0.000232746905873267	0.00156004822294909	0.508306759505781	5.00623818637099	2.40490468102623e-09	3.16122048204586e-08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005206	SPPL2B	56928	Sppl2b	-0.090450390706096	4.95926848117296	0.518752870509693	0.669691614936476	0.0382680106129866	4.95926848117296	0.784841611233095	0.851641886424877	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005238	FAM214B	80256	Fam214b	0.335417227957336	6.66378987432742	7.12720476118738e-05	0.000562672390991909	0.307568096503227	6.66378987432742	0.000266585866720257	0.00109751442011669	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005243	COPZ2	51226	Copz2	0.277771490870869	6.54113280032372	0.00124892425526571	0.00645095769712515	0.197262744315029	6.54113280032372	0.021980363161546	0.050418118571885	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005249	PRKAR2B	5577	Prkar2b	-0.127913649552406	0.815365927863182	0.434452091614012	0.595476678635606	-0.240357064414795	0.815365927863182	0.14534039133419	0.237648574419504	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005302	MSL3	10943	Msl3	0.0059958222588928	4.70907310286043	0.942295467969587	0.966097413641911	-0.0647365069743399	4.70907310286043	0.435104904781941	0.557277960498471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005339	CREBBP	1387	Crebbp	-0.182090945258903	6.32235671069472	0.0905632709862725	0.19482828794661	-0.199906017793427	6.32235671069472	0.0637109399132429	0.121883231492501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005379	TSPOAP1	9256	Tspoap1	-1.06916648541308	2.00083297551677	1.39805433736413e-06	1.7838160087093e-05	-1.61267450814506	2.00083297551677	5.40683944370078e-13	1.33260569489079e-11	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	Down	Down
ENSG00000005436	GCFC2	6936	Gcfc2	0.0436653711870405	3.4737149501121	0.65062688812512	0.774052326757383	0.196104860906153	3.4737149501121	0.0404908353688827	0.0840155006924424	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005448	WDR54	84058	Wdr54	-0.168906667667417	3.89456931449817	0.0354896989899901	0.0949216257305072	-0.231331998248203	3.89456931449817	0.00402102411072024	0.0119211917701145	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005469	CROT	54677	Crot	0.330660099264476	3.93847547427022	5.54948000478578e-05	0.000452901271030752	0.23229549095904	3.93847547427022	0.00467586184918361	0.0135581656913191	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005471	ABCB4	5244	Abcb4	-0.51453807173931	-0.158900848251756	0.00681085603687609	0.0254791143620854	-0.774005871819403	-0.158900848251756	9.47788673960104e-05	0.000442990818696044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005483	KMT2E	55904	Kmt2e	-0.15654417574129	6.21009978896938	0.0174503465198612	0.0542526039353122	-0.242616735155419	6.21009978896938	0.000231255691249922	0.000969608495096071	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005486	RHBDD2	57414	Rhbdd2	0.0718266810667078	5.21160836847115	0.474645118587362	0.633233170465553	0.106596976295754	5.21160836847115	0.288278435197239	0.408848326431071	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005513	SOX8	30812	Sox8	-0.276357112057655	-0.785523428305634	0.635840538339818	0.762719815133779	-0.0895503536192568	-0.785523428305634	0.873096651960328	0.915893685833109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005700	IBTK	25998	Ibtk	0.0508829640867984	6.67531610163036	0.445181421257404	0.60611563784466	0.0538103875585621	6.67531610163036	0.419153755154397	0.542153916839257	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005801	ZNF195	7748	NA	0.508028539060251	3.78281465203222	0.000931345085875482	0.00501582480010641	0.877744311534551	3.78281465203222	1.07717447132642e-08	1.25823507756517e-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005810	MYCBP2	23077	Mycbp2	-0.403164761245781	6.059796731197	0.000511235276631014	0.0030533712725442	-0.482823662913739	6.059796731197	3.20227136740318e-05	0.000172263328414544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005812	FBXL3	26224	Fbxl3	-0.240060796082746	5.42976627388611	0.00523742200905363	0.0207254473293779	-0.342584787057911	5.42976627388611	7.03232630030884e-05	0.000341636141028144	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005882	PDK2	5164	Pdk2	-0.130509493406643	4.2453991127497	0.235579986314224	0.389246574035166	-0.323338311327968	4.2453991127497	0.00341180897630506	0.010336781631141	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005884	ITGA3	3675	Itga3	0.587078453907388	8.33059756271868	2.56728537481732e-12	1.04586821274927e-10	0.463269453486787	8.33059756271868	3.32927437831666e-08	3.51455872321274e-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005889	ZFX	7543	NA	-0.353784185427915	5.05754023043574	5.92671303439898e-06	6.40674213104475e-05	-0.344504869848552	5.05754023043574	1.01334471384755e-05	6.18539575836325e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005893	LAMP2	3920	Lamp2	-0.0756919383453408	7.48709982440042	0.3105640501355	0.474800076185238	-0.183976249535161	7.48709982440042	0.0137307552082917	0.0339833318862289	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000005961	ITGA2B	3674	Itga2b	-0.467496980973952	-1.61841614554252	0.311199564138142	0.475464320123447	-1.13363948527193	-1.61841614554252	0.0168664309299073	0.0405892238554059	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NotSig	Down
ENSG00000006007	GDE1	51573	Gde1	0.168589826689677	5.93179187242794	0.0169616414044592	0.0530405483377338	0.246356486618799	5.93179187242794	0.000473007467773654	0.00182823691412357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006015	REX1BD	55049	Rex1bd	0.360899299383044	4.14315728948063	0.00956381638590343	0.03357780548783	0.431333578786319	4.14315728948063	0.00194762988462857	0.00629267003143703	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006016	CRLF1	9244	Crlf1	0.456900510720793	8.6486195337507	6.68153568920788e-06	7.11350250338416e-05	0.413049585327654	8.6486195337507	4.58368252927954e-05	0.00023576868606256	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006025	OSBPL7	114881	Osbpl7	0.0863197110044819	3.09407634353234	0.606769608349123	0.741440172555514	-0.217417142483688	3.09407634353234	0.192739991845208	0.297054611715157	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006042	TMEM98	26022	Tmem98	-0.443247749476284	6.01169117607378	1.62523441197987e-08	3.27438235481721e-07	-0.583856326831841	6.01169117607378	1.16744364588801e-13	3.2269451654938e-12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006062	MAP3K14	9020	Map3k14	-0.140760143182607	3.15674913979485	0.239791690416767	0.394174102534169	-0.184022008071062	3.15674913979485	0.12508543108686	0.210607236128029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006118	TMEM132A	54972	Tmem132a	-0.0400391707727736	3.1764534032377	0.733715947549668	0.833796313868016	0.053630440003738	3.1764534032377	0.647228426227633	0.743106674460733	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006125	AP2B1	163	Ap2b1	0.0896755642887277	8.43425548007177	0.197473440626729	0.344489470330078	-0.0662199359367584	8.43425548007177	0.341342460519206	0.464461934685133	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006194	ZNF263	10127	Zfp263	-0.210428596651185	3.2287068461733	0.0218892241756613	0.065088426382017	-0.0801703655784576	3.2287068461733	0.37855697476202	0.502116830458404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006282	SPATA20	64847	Spata20	0.0356025216188915	6.70973384352256	0.670273166753947	0.78747911257308	-0.0269445650566847	6.70973384352256	0.747027099427604	0.822764920818806	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000006283	CACNA1G	8913	Cacna1g	-1.20720345151452	-0.810364432181017	2.90432063067388e-05	0.000260455388031567	-1.2059684576417	-0.810364432181017	1.98332544595897e-05	0.000112373244041537	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	Down	Down
