ID	Description	NES_musDTvsC	NES_acoDTvsC	padj_musDTvsC	padj_acoDTvsC	padj_min
GO:0002764	immune response-regulating signaling pathway	-1.66255129819016	2.34285383344389	0.000283126636863201	4.66899224806202e-09	4.66899224806202e-09
GO:0002449	lymphocyte mediated immunity	-1.70763486826812	2.50185152101389	0.000293830111971252	4.66899224806202e-09	4.66899224806202e-09
GO:0000819	sister chromatid segregation	1.93301577275101	2.45955558042153	0.000381281515479904	4.66899224806202e-09	4.66899224806202e-09
GO:0060538	skeletal muscle organ development	-1.82157866132323	-1.91074297869863	0.000686060067340957	3.36306248166244e-06	3.36306248166244e-06
GO:0090257	regulation of muscle system process	-1.75041250658134	-1.49179960268002	0.000948862679146944	0.00772760831943479	0.000948862679146944
GO:0010927	cellular component assembly involved in morphogenesis	-1.92170453614645	-2.1349620526015	0.000993720364062931	1.20966005805573e-07	1.20966005805573e-07
GO:0045088	regulation of innate immune response	-1.74582435299361	2.39303565600925	0.000993720364062931	4.66899224806202e-09	4.66899224806202e-09
GO:0140014	mitotic nuclear division	1.74960730933144	2.37575051084489	0.00178959252072943	4.66899224806202e-09	4.66899224806202e-09
GO:0002443	leukocyte mediated immunity	-1.55507435755241	2.6370294508602	0.00178959252072943	4.66899224806202e-09	4.66899224806202e-09
GO:0050905	neuromuscular process	-1.73570852520706	-1.90996095974678	0.00199318327235108	4.51543971639105e-06	4.51543971639105e-06
GO:0055007	cardiac muscle cell differentiation	-1.83539010940937	-1.64745599972471	0.00212068555276778	0.00523935012172287	0.00212068555276778
GO:0014902	myotube differentiation	-1.80460748036309	-1.46484725823667	0.00212068555276778	0.0434282554533992	0.00212068555276778
GO:0051607	defense response to virus	-1.66643865206884	2.58350807070101	0.00212068555276778	4.66899224806202e-09	4.66899224806202e-09
GO:0140546	defense response to symbiont	-1.66643865206884	2.58350807070101	0.00212068555276778	4.66899224806202e-09	4.66899224806202e-09
GO:0048738	cardiac muscle tissue development	-1.66178315908147	-1.64800164674181	0.00214794999733596	0.000410513056077099	0.000410513056077099
GO:0031341	regulation of cell killing	-1.88182599986755	2.11954743284679	0.00279926882056784	1.41273151189627e-05	1.41273151189627e-05
GO:0014888	striated muscle adaptation	-2.02565999538062	-2.01000605679421	0.00280488582075877	0.000219848280681852	0.000219848280681852
GO:0051983	regulation of chromosome segregation	1.96813889841054	2.31765406527678	0.00280488582075877	1.33191420396547e-07	1.33191420396547e-07
GO:0010959	regulation of metal ion transport	-1.53674005197138	-1.27513706160658	0.00291515384629307	0.0593736312456102	0.00291515384629307
GO:0043500	muscle adaptation	-1.84889367145651	-1.44450799941503	0.00314756326828339	0.0428487054576438	0.00314756326828339
GO:0008015	blood circulation	-1.51235578283196	-1.40738874252803	0.00314756326828339	0.00569247422434526	0.00314756326828339
GO:0042475	odontogenesis of dentin-containing tooth	2.00054334925838	-1.89929649283499	0.00316235345772108	0.000234482475811921	0.000234482475811921
GO:0055013	cardiac muscle cell development	-1.88471775715935	-1.83663481300143	0.00316235345772108	0.00051488772568971	0.00051488772568971
GO:0043473	pigmentation	1.94898665300854	-0.733146405515812	0.00325717327461145	0.98974952903029	0.00325717327461145
GO:0014819	regulation of skeletal muscle contraction	-1.99784211317096	-2.01797500815915	0.00326268727900618	0.000206762487172281	0.000206762487172281
GO:0001906	cell killing	-1.70471071238998	2.49715471704623	0.00326268727900618	4.66899224806202e-09	4.66899224806202e-09
GO:0003013	circulatory system process	-1.48617359747156	-1.32135118949589	0.00326268727900618	0.0254921529778956	0.00326268727900618
GO:0002250	adaptive immune response	-1.5228037663892	2.64948715646136	0.0037731660538252	4.66899224806202e-09	4.66899224806202e-09
GO:0034341	response to interferon-gamma	-1.79207281594824	2.39069329341869	0.00392868034917195	4.66899224806202e-09	4.66899224806202e-09
GO:0031069	hair follicle morphogenesis	2.03753838642354	-1.80482544941196	0.00447235550037894	0.00409103127835276	0.00409103127835276
GO:0002706	regulation of lymphocyte mediated immunity	-1.67976306920509	2.28278167465652	0.00493427625524384	4.66899224806202e-09	4.66899224806202e-09
GO:0048730	epidermis morphogenesis	2.05978858391835	-1.87487468190534	0.00526497196772505	0.00206131049830385	0.00206131049830385
GO:0007059	chromosome segregation	1.67647531435629	2.46975801844443	0.00527343919230836	4.66899224806202e-09	4.66899224806202e-09
GO:0006639	acylglycerol metabolic process	-1.77229096796213	-1.29783941787274	0.00602160055943747	0.198774504411344	0.00602160055943747
GO:0002831	regulation of response to biotic stimulus	-1.50637345002447	2.47947715038825	0.00602160055943747	4.66899224806202e-09	4.66899224806202e-09
GO:0033044	regulation of chromosome organization	1.78258694936267	2.24962305617181	0.00612122572165774	4.66899224806202e-09	4.66899224806202e-09
GO:0045089	positive regulation of innate immune response	-1.78302077401643	2.41160156080434	0.00643721340900053	4.66899224806202e-09	4.66899224806202e-09
GO:0042476	odontogenesis	1.86560169881444	-1.84146717461041	0.00696548160530278	0.000242705144105498	0.000242705144105498
GO:0006334	nucleosome assembly	1.96597747680259	2.01203219976933	0.00721571645107216	0.000152595063726995	0.000152595063726995
GO:0006805	xenobiotic metabolic process	-1.91516594737414	-1.52883948387148	0.0073110951976253	0.0381441881356432	0.0073110951976253
GO:0031343	positive regulation of cell killing	-1.85759927680753	2.07345008086771	0.00814992609008445	4.89255107685336e-05	4.89255107685336e-05
GO:0002768	immune response-regulating cell surface receptor signaling pathway	-1.61045125383217	2.2267187329703	0.00814992609008445	4.66899224806202e-09	4.66899224806202e-09
GO:0003015	heart process	-1.63626532098736	-1.54229958243914	0.00859956946028819	0.00460506406646397	0.00460506406646397
GO:0044848	biological phase	2.01846934485908	1.04801095391359	0.00892756871247584	0.5816503311056	0.00892756871247584
GO:0019835	cytolysis	-1.93438887465563	1.78465430696373	0.00892756871247584	0.0249579607441252	0.00892756871247584
GO:0014897	striated muscle hypertrophy	-1.75724128862944	-1.38174523617934	0.00892756871247584	0.155472379969024	0.00892756871247584
GO:1904062	regulation of cation transmembrane transport	-1.52424805199998	-1.36331797243443	0.00892756871247584	0.0287946508066268	0.00892756871247584
GO:0006260	DNA replication	1.65991322311127	2.29435472821613	0.00910178344252989	4.66899224806202e-09	4.66899224806202e-09
GO:0003228	atrial cardiac muscle tissue development	-1.9273687112787	-1.45803256696869	0.00978564423594898	0.156242424567703	0.00978564423594898
GO:0008608	attachment of spindle microtubules to kinetochore	1.97610803178453	2.16893071333939	0.00990554835386884	0.000132724601958152	0.000132724601958152
GO:0006638	neutral lipid metabolic process	-1.76054435191241	-1.34689166025419	0.0106073522128494	0.150773605231719	0.0106073522128494
GO:0070296	sarcoplasmic reticulum calcium ion transport	-1.97284347172449	-1.60209765231889	0.0107365262163673	0.0470647450017292	0.0107365262163673
GO:0060047	heart contraction	-1.63681082639997	-1.60127043892386	0.0107365262163673	0.00228227596073922	0.00228227596073922
GO:0014896	muscle hypertrophy	-1.7742646404684	-1.40696067099626	0.0109346226265234	0.085835284702745	0.0109346226265234
GO:0035051	cardiocyte differentiation	-1.63068283362489	-1.58470137550867	0.0109346226265234	0.00406416945999475	0.00406416945999475
GO:0002708	positive regulation of lymphocyte mediated immunity	-1.75627319485977	2.36945717133641	0.01101734905902	4.66899224806202e-09	4.66899224806202e-09
GO:0002757	immune response-activating signal transduction	-1.57071667867537	2.17162453149923	0.0116010217517858	2.12854359386459e-08	2.12854359386459e-08
GO:0043501	skeletal muscle adaptation	-1.93515140319933	-2.04513483720227	0.0123184628557189	0.000252892049147835	0.000252892049147835
GO:0071466	cellular response to xenobiotic stimulus	-1.71728596210187	-0.990591893166187	0.0123411052814884	0.660371508267922	0.0123411052814884
GO:0090068	positive regulation of cell cycle process	1.64117612953262	1.92113676499823	0.0123411052814884	2.20673339398241e-06	2.20673339398241e-06
GO:0060048	cardiac muscle contraction	-1.71361549400917	-1.79447550754665	0.0128870607219668	0.00035108963307602	0.00035108963307602
GO:0000280	nuclear division	1.57311551631818	2.21848962218405	0.0128870607219668	4.66899224806202e-09	4.66899224806202e-09
GO:0018958	phenol-containing compound metabolic process	1.89767078487773	-1.26725404349405	0.0129000639223881	0.238235875799328	0.0129000639223881
GO:0055006	cardiac cell development	-1.77270731635064	-1.8866525028272	0.0131450779423706	8.25028734499625e-05	8.25028734499625e-05
GO:0014706	striated muscle tissue development	-1.56341875739966	-1.69728844608151	0.0131450779423706	9.70109399550836e-05	9.70109399550836e-05
GO:0009615	response to virus	-1.53046997129687	2.64016784098577	0.0131450779423706	4.66899224806202e-09	4.66899224806202e-09
GO:0042438	melanin biosynthetic process	1.95853436150082	-0.863351578987843	0.0134445202097568	0.815262941674809	0.0134445202097568
GO:1905818	regulation of chromosome separation	1.89847199843839	2.26540664144888	0.013813268623681	8.96531691075243e-07	8.96531691075243e-07
GO:0002228	natural killer cell mediated immunity	-1.82311320128915	1.79335996501971	0.013813268623681	0.00481560755832452	0.00481560755832452
GO:0098813	nuclear chromosome segregation	1.61882067748396	2.40132433930444	0.0138790536769483	4.66899224806202e-09	4.66899224806202e-09
GO:0042391	regulation of membrane potential	-1.45233687764915	-1.76922199829615	0.0139551123152884	7.32953231316511e-07	7.32953231316511e-07
GO:0006582	melanin metabolic process	1.96531231126314	-0.92326839677702	0.0145382084424079	0.753293496386882	0.0145382084424079
GO:0070252	actin-mediated cell contraction	-1.78200726133612	-1.80692769211294	0.0145382084424079	0.000792346578725752	0.000792346578725752
GO:0006937	regulation of muscle contraction	-1.64721479916894	-1.572686204816	0.0145382084424079	0.00724580252211533	0.00724580252211533
GO:0048820	hair follicle maturation	1.9814374915597	-1.06230200890748	0.0148247578094226	0.585700767486482	0.0148247578094226
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	-1.89894393135579	-1.64723600990356	0.0149454020941856	0.0351984086747681	0.0149454020941856
GO:0001910	regulation of leukocyte mediated cytotoxicity	-1.75352415026116	2.00568744917133	0.0150014645827863	0.000241661927157389	0.000241661927157389
GO:0002429	immune response-activating cell surface receptor signaling pathway	-1.56237219583915	2.16043997381973	0.0150014645827863	2.75537433384735e-08	2.75537433384735e-08
GO:0032612	interleukin-1 production	-1.72019012139094	1.99312334042689	0.0159247307270953	0.000119393109207488	0.000119393109207488
GO:0045214	sarcomere organization	-1.88142282924295	-2.11954704179858	0.0159833156169635	1.28740781010668e-05	1.28740781010668e-05
GO:0006813	potassium ion transport	-1.5543603036007	-1.88644857604707	0.0164489768367354	3.91470747606891e-06	3.91470747606891e-06
GO:0044851	hair cycle phase	1.93472117986907	-1.05005006077105	0.01659753761561	0.607079419110983	0.01659753761561
GO:0010883	regulation of lipid storage	-1.82948333722703	-0.802438106364759	0.0189376425855095	0.900570572138137	0.0189376425855095
GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	-1.90263319084992	-1.52253589100261	0.0190366184451649	0.101393631984848	0.0190366184451649
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	-1.90263319084992	-1.32271972143413	0.0190366184451649	0.267794684319731	0.0190366184451649
GO:0065004	protein-DNA complex assembly	1.76771777119727	2.16385906820918	0.0190366184451649	2.45229769722655e-07	2.45229769722655e-07
GO:0048742	regulation of skeletal muscle fiber development	-1.88243700698049	-1.76004957950394	0.0193069582325502	0.0154105084694902	0.0154105084694902
GO:0042133	neurotransmitter metabolic process	-1.90081501261184	-1.42643224543765	0.0211320149518825	0.205312235405373	0.0211320149518825
GO:0071346	cellular response to interferon-gamma	-1.71956164129128	2.27863538685665	0.0217263123100332	2.79555856873746e-07	2.79555856873746e-07
GO:0001909	leukocyte mediated cytotoxicity	-1.65525865312544	2.28174675865133	0.0224313307872658	2.53650616336895e-08	2.53650616336895e-08
GO:0048525	negative regulation of viral process	-1.73583878797013	2.44950626001349	0.0228627521865235	4.66899224806202e-09	4.66899224806202e-09
GO:0042640	anagen	1.92226615351659	-1.26052960417463	0.0233346989209621	0.411620455797163	0.0233346989209621
GO:0044550	secondary metabolite biosynthetic process	1.92608381803863	-0.872780054778695	0.0234096616221414	0.808150316994043	0.0234096616221414
GO:0002705	positive regulation of leukocyte mediated immunity	-1.62864869797031	2.43117920957484	0.0235412775900812	4.66899224806202e-09	4.66899224806202e-09
GO:0048630	skeletal muscle tissue growth	-1.88664535006838	-1.19136919963834	0.0236063487722133	0.478297537121067	0.0236063487722133
GO:0002218	activation of innate immune response	-1.81621043420732	2.19664355604677	0.024956752651319	2.53678019666393e-05	2.53678019666393e-05
GO:0046148	pigment biosynthetic process	1.89270830141058	-0.679471370744251	0.0262077603408729	0.99024672238958	0.0262077603408729
GO:0001508	action potential	-1.67034038354065	-1.77126807555536	0.0263600958855117	0.000550367008901894	0.000550367008901894
GO:0009410	response to xenobiotic stimulus	-1.54764850113635	1.08993354791579	0.0266353661750875	0.432242822978108	0.0266353661750875
GO:1901989	positive regulation of cell cycle phase transition	1.79662250812479	1.53643251667591	0.0268712551144366	0.0126970653814579	0.0126970653814579
GO:0055074	calcium ion homeostasis	-1.38350216862355	1.42804642653953	0.0296323603174661	0.00409800844674716	0.00409800844674716
GO:0060191	regulation of lipase activity	-1.80326859218435	-0.818136305447837	0.0299808348764249	0.906970317417996	0.0299808348764249
GO:0033045	regulation of sister chromatid segregation	1.8383275541062	2.14816029854843	0.0312060671494646	3.05954502788965e-05	3.05954502788965e-05
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	-1.82656461337135	1.52256098363594	0.0318767822798268	0.149277580750836	0.0318767822798268
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	-1.75647477512323	2.09074321338301	0.0318767822798268	0.000236959782282533	0.000236959782282533
GO:0044784	metaphase/anaphase transition of cell cycle	1.85767321294958	2.13414097781149	0.0324661630292193	1.41108727887024e-05	1.41108727887024e-05
GO:0002715	regulation of natural killer cell mediated immunity	-1.82926197763001	1.6457455987834	0.0336192627900187	0.0417908942076044	0.0336192627900187
GO:0097186	amelogenesis	1.88237195806984	-1.06615067121204	0.0336264219625966	0.593286381513373	0.0336264219625966
GO:0006641	triglyceride metabolic process	-1.6827203388726	-1.15126293390368	0.0341340867705487	0.398997630743332	0.0341340867705487
GO:0002683	negative regulation of immune system process	-1.38883840453603	2.26426709955382	0.0341912508354973	4.66899224806202e-09	4.66899224806202e-09
GO:0030071	regulation of mitotic metaphase/anaphase transition	1.83323415340219	2.23651641782196	0.0345201185361339	4.74492899099224e-06	4.74492899099224e-06
GO:0043653	mitochondrial fragmentation involved in apoptotic process	-1.83026842906778	-1.03780702778918	0.0345201185361339	0.629236546051034	0.0345201185361339
GO:0051306	mitotic sister chromatid separation	1.80595192443476	2.29329444722506	0.0345201185361339	2.27237254305544e-06	2.27237254305544e-06
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	1.87468495241386	2.273522834331	0.035705111815694	9.95634153825226e-07	9.95634153825226e-07
GO:0071805	potassium ion transmembrane transport	-1.56239198719124	-1.95303036144801	0.035705111815694	2.60477891650528e-06	2.60477891650528e-06
GO:0043502	regulation of muscle adaptation	-1.65836851556352	-1.21096504099964	0.0385004120952484	0.313516306611008	0.0385004120952484
GO:0010830	regulation of myotube differentiation	-1.81283272831313	-1.75245514101303	0.0391611464693967	0.00784012053725406	0.00784012053725406
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	-1.80500724689381	NA	0.0391611464693967	NA	0.0391611464693967
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	-1.80500724689381	NA	0.0391611464693967	NA	0.0391611464693967
GO:0019915	lipid storage	-1.70885751103767	0.884730500589007	0.0391611464693967	0.85045371063817	0.0391611464693967
GO:0043266	regulation of potassium ion transport	-1.66864525981398	-1.75126143312463	0.0391611464693967	0.00222613842133725	0.00222613842133725
GO:0045787	positive regulation of cell cycle	1.55768597056218	1.906440911111	0.0391611464693967	1.49771294201283e-07	1.49771294201283e-07
GO:0051480	regulation of cytosolic calcium ion concentration	-1.43404123694631	1.51071818978213	0.0417445150684788	0.00175786918189837	0.00175786918189837
GO:0002697	regulation of immune effector process	-1.40741508052928	2.55044455111898	0.0434637806946626	4.66899224806202e-09	4.66899224806202e-09
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	-1.81143811428866	NA	0.045733188206553	NA	0.045733188206553
GO:0042267	natural killer cell mediated cytotoxicity	-1.76199215105729	1.82671534434243	0.0465821222231222	0.00678076094800553	0.00678076094800553
GO:0002833	positive regulation of response to biotic stimulus	-1.5337005978709	2.40674419777999	0.0465821222231222	4.66899224806202e-09	4.66899224806202e-09
GO:0032412	regulation of ion transmembrane transporter activity	-1.48906941003477	-1.6379228155085	0.0465821222231222	0.000424604375786709	0.000424604375786709
GO:0050851	antigen receptor-mediated signaling pathway	-1.53544867668812	1.89194949061371	0.0479114244280246	7.32225406883799e-05	7.32225406883799e-05
GO:0006874	cellular calcium ion homeostasis	-1.40017355738699	1.36702747444915	0.0479114244280246	0.0117970499915353	0.0117970499915353
GO:0010965	regulation of mitotic sister chromatid separation	1.82490976673564	2.29420864396301	0.0482390569376178	4.90993967368764e-07	4.90993967368764e-07
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	1.81526776071046	2.10546029474229	0.0482390569376178	0.00012251186727493	0.00012251186727493
GO:0035994	response to muscle stretch	-1.81703226550293	-0.882944569802247	0.0488005596923969	0.798949533098911	0.0488005596923969
GO:1903522	regulation of blood circulation	-1.48807326780933	-1.37985539593463	0.0497627109051915	0.0381103642202025	0.0381103642202025
GO:0019216	regulation of lipid metabolic process	-1.38700379692887	1.00429347344013	0.0497627109051915	0.605475498105946	0.0497627109051915
GO:0032652	regulation of interleukin-1 production	-1.66970409235492	1.95747734764432	0.0502379174007283	0.000656111491944744	0.000656111491944744
GO:0042246	tissue regeneration	-1.74685801484795	-1.3249180266187	0.0512994906243537	0.242030111444492	0.0512994906243537
GO:0062013	positive regulation of small molecule metabolic process	-1.58147781868555	1.02821671571014	0.0515267717367515	0.551010903284292	0.0515267717367515
GO:0001959	regulation of cytokine-mediated signaling pathway	-1.57137344305517	1.88859491923793	0.0531749791869093	0.000250162306981392	0.000250162306981392
GO:0042273	ribosomal large subunit biogenesis	1.77987579900186	1.81584658256161	0.0537517595147483	0.00184578145527673	0.00184578145527673
GO:0071826	ribonucleoprotein complex subunit organization	1.63033851828414	1.8717574285809	0.0541255535125052	4.71670323283608e-05	4.71670323283608e-05
GO:0032611	interleukin-1 beta production	-1.62335404969113	1.98115616639869	0.0541255535125052	0.000297520472246279	0.000297520472246279
GO:0060759	regulation of response to cytokine stimulus	-1.5547405051666	1.92109764081769	0.0541255535125052	6.06956653875468e-05	6.06956653875468e-05
GO:0035455	response to interferon-alpha	-1.76864385822319	1.85845857437753	0.056268302132681	0.00847995662358777	0.00847995662358777
GO:0031577	spindle checkpoint signaling	1.83842675039819	2.19534908312977	0.0564979376419456	3.13005376745701e-05	3.13005376745701e-05
GO:0046189	phenol-containing compound biosynthetic process	1.81798866159378	-0.927660309717691	0.0564979376419456	0.743970782757547	0.0564979376419456
GO:0071577	zinc ion transmembrane transport	1.808499032255	-0.725356706806906	0.0564979376419456	0.939017355104152	0.0564979376419456
GO:2001251	negative regulation of chromosome organization	1.75688672672977	2.1893786794	0.0564979376419456	4.74257646862238e-06	4.74257646862238e-06
GO:0006882	cellular zinc ion homeostasis	1.83378127157887	-0.636474609634904	0.0573143863898828	0.991562002370661	0.0573143863898828
GO:0002548	monocyte chemotaxis	-1.72091261350433	1.82629908861337	0.0573143863898828	0.00308149570354255	0.00308149570354255
GO:0006942	regulation of striated muscle contraction	-1.6549533172163	-1.71503135783596	0.0573143863898828	0.00469996101757789	0.00469996101757789
GO:0032409	regulation of transporter activity	-1.43006508287632	-1.55445005334053	0.0580403681452156	0.00198086945232761	0.00198086945232761
GO:0033344	cholesterol efflux	-1.7609597820574	-1.64809615726789	0.0587840078520777	0.0286370875941086	0.0286370875941086
GO:0042135	neurotransmitter catabolic process	-1.76769487471373	-1.32522887556089	0.0588026976235595	0.332526376945571	0.0588026976235595
GO:0030101	natural killer cell activation	-1.68320316040313	1.94226037257258	0.0596058372992766	0.000752268772898325	0.000752268772898325
GO:0007051	spindle organization	1.57991185550013	1.86916342833414	0.0596058372992766	4.94766853270893e-05	4.94766853270893e-05
GO:0010517	regulation of phospholipase activity	-1.72254279480515	1.17013319130888	0.0599046212536669	0.402324454812013	0.0599046212536669
GO:0048644	muscle organ morphogenesis	-1.64749650700881	-1.69409593718691	0.0604344575942189	0.00938631532020391	0.00938631532020391
GO:0042274	ribosomal small subunit biogenesis	1.76457451786884	1.93610503950963	0.0618765966607431	0.000337381723418527	0.000337381723418527
GO:0001819	positive regulation of cytokine production	-1.34431968706501	2.3179929549297	0.0618765966607431	4.66899224806202e-09	4.66899224806202e-09
GO:0031349	positive regulation of defense response	-1.44771549979927	2.62234994312081	0.0622986884580996	4.66899224806202e-09	4.66899224806202e-09
GO:0044770	cell cycle phase transition	1.39927797786141	1.62941865494114	0.0623152082430288	4.61189541640608e-06	4.61189541640608e-06
GO:0031032	actomyosin structure organization	-1.48357483044148	-1.64871611337174	0.0627922535909387	0.000674450639967767	0.000674450639967767
GO:0007080	mitotic metaphase plate congression	1.81943280740406	1.99372961746065	0.0635913054548695	0.00088907263246913	0.00088907263246913
GO:0042269	regulation of natural killer cell mediated cytotoxicity	-1.77135221664836	1.65972354679418	0.0635913054548695	0.0320586210415798	0.0320586210415798
GO:0010875	positive regulation of cholesterol efflux	-1.75370469303235	-1.14056750097458	0.0635913054548695	0.494568787537538	0.0635913054548695
GO:0002475	antigen processing and presentation via MHC class Ib	-1.74667829367437	1.20854908167085	0.0635913054548695	0.446271644703915	0.0635913054548695
GO:0051304	chromosome separation	1.72126846545722	2.32218908467471	0.0635913054548695	3.86722873502509e-08	3.86722873502509e-08
GO:0000075	cell cycle checkpoint signaling	1.58959288333008	1.97764516117563	0.0635913054548695	2.60477891650528e-06	2.60477891650528e-06
GO:0055088	lipid homeostasis	-1.53689779727095	-1.36828391670093	0.0635913054548695	0.0703172091536876	0.0635913054548695
